x1,date,monitors,transect_name,vp_axis,site,transect_length,num_quad,transect_distance,transect_side,vp_zone,quadrat_notes,percent_cover,psoc,cover_category,habitat,year
57441,2021-06-11,"Steven O., Hayden H.",GL-14,NA,ncos,30,11,27,Right,NA,NA,12,Sonchus_sp,NON-NATIVE COVER,Perennial Grassland,2021
24044,2021-06-11,"Steven O., Hayden H.",GL-14,NA,ncos,30,11,27,Right,NA,NA,26,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
24046,2021-06-11,"Steven O., Hayden H.",GL-14,NA,ncos,30,11,27,Right,NA,NA,2,Symphyotrichum_subulatum,NATIVE COVER,Perennial Grassland,2021
904,2021-06-11,"Steven O., Hayden H.",GL-14,NA,ncos,30,11,30,Left,NA,NA,4,Bare Ground,BARE GROUND,Perennial Grassland,2021
56571,2021-06-11,"Steven O., Hayden H.",GL-14,NA,ncos,30,11,30,Left,NA,NA,30,Brachypodium_distachyon,NON-NATIVE COVER,Perennial Grassland,2021
23154,2021-06-11,"Steven O., Hayden H.",GL-14,NA,ncos,30,11,30,Left,NA,NA,2,Deinandra_fasciculata,NATIVE COVER,Perennial Grassland,2021
23155,2021-06-11,"Steven O., Hayden H.",GL-14,NA,ncos,30,11,30,Left,NA,NA,1,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
56572,2021-06-11,"Steven O., Hayden H.",GL-14,NA,ncos,30,11,30,Left,NA,NA,35,Festuca_myuros,NON-NATIVE COVER,Perennial Grassland,2021
78977,2021-06-11,"Steven O., Hayden H.",GL-14,NA,ncos,30,11,30,Left,NA,NA,13,Natural Thatch,THATCH,Perennial Grassland,2021
56575,2021-06-11,"Steven O., Hayden H.",GL-14,NA,ncos,30,11,30,Left,NA,NA,1,Plantago_coronopus,NON-NATIVE COVER,Perennial Grassland,2021
56574,2021-06-11,"Steven O., Hayden H.",GL-14,NA,ncos,30,11,30,Left,NA,NA,1,Pseudognaphalium_luteoalbum,NON-NATIVE COVER,Perennial Grassland,2021
56573,2021-06-11,"Steven O., Hayden H.",GL-14,NA,ncos,30,11,30,Left,NA,NA,2,Sonchus_sp,NON-NATIVE COVER,Perennial Grassland,2021
23153,2021-06-11,"Steven O., Hayden H.",GL-14,NA,ncos,30,11,30,Left,NA,NA,10,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
23156,2021-06-11,"Steven O., Hayden H.",GL-14,NA,ncos,30,11,30,Left,NA,NA,1,Symphyotrichum_subulatum,NATIVE COVER,Perennial Grassland,2021
985,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,0,Left,NA,NA,57,Bare Ground,BARE GROUND,Perennial Grassland,2021
50411,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,0,Left,NA,NA,1,Bromus_hordeaceus,NON-NATIVE COVER,Perennial Grassland,2021
17017,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,0,Left,NA,NA,4,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
50412,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,0,Left,NA,NA,1,Festuca_myuros,NON-NATIVE COVER,Perennial Grassland,2021
50413,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,0,Left,NA,NA,1,Festuca_perennis,NON-NATIVE COVER,Perennial Grassland,2021
17018,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,0,Left,NA,NA,7,Heterotheca_grandiflora,NATIVE COVER,Perennial Grassland,2021
50410,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,0,Left,NA,NA,1,Medicago_polymorpha,NON-NATIVE COVER,Perennial Grassland,2021
50409,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,0,Left,NA,NA,11,Melilotus_indicus,NON-NATIVE COVER,Perennial Grassland,2021
79058,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,0,Left,NA,NA,8,Natural Thatch,THATCH,Perennial Grassland,2021
50408,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,0,Left,NA,NA,5,Polypogon_monspeliensis,NON-NATIVE COVER,Perennial Grassland,2021
50414,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,0,Left,NA,NA,1,Sonchus_sp,NON-NATIVE COVER,Perennial Grassland,2021
17019,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,0,Left,NA,NA,3,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
55451,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,3,Right,NA,NA,1,Avena_fatua,NON-NATIVE COVER,Perennial Grassland,2021
989,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,3,Right,NA,NA,41,Bare Ground,BARE GROUND,Perennial Grassland,2021
55448,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,3,Right,NA,NA,2,Brachypodium_distachyon,NON-NATIVE COVER,Perennial Grassland,2021
55449,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,3,Right,NA,NA,1,Bromus_hordeaceus,NON-NATIVE COVER,Perennial Grassland,2021
22030,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,3,Right,NA,NA,1,Deinandra_fasciculata,NATIVE COVER,Perennial Grassland,2021
22028,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,3,Right,NA,NA,4,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
55450,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,3,Right,NA,NA,1,Festuca_myuros,NON-NATIVE COVER,Perennial Grassland,2021
55452,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,3,Right,NA,NA,2,Festuca_perennis,NON-NATIVE COVER,Perennial Grassland,2021
22029,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,3,Right,NA,NA,14,Heterotheca_grandiflora,NATIVE COVER,Perennial Grassland,2021
55456,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,3,Right,NA,NA,1,Hypochaeris_glabra,NON-NATIVE COVER,Perennial Grassland,2021
55454,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,3,Right,NA,NA,1,Medicago_polymorpha,NON-NATIVE COVER,Perennial Grassland,2021
47483,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,3,Right,NA,NA,24,Melilotus_indicus,NON-NATIVE COVER,Perennial Grassland,2021
79062,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,3,Right,NA,NA,18,Natural Thatch,THATCH,Perennial Grassland,2021
55455,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,3,Right,NA,NA,1,Plantago_coronopus,NON-NATIVE COVER,Perennial Grassland,2021
55453,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,3,Right,NA,NA,1,Polypogon_monspeliensis,NON-NATIVE COVER,Perennial Grassland,2021
55457,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,3,Right,NA,NA,1,Sonchus_sp,NON-NATIVE COVER,Perennial Grassland,2021
22027,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,3,Right,NA,NA,10,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
14071,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,3,Right,NA,NA,1,Symphyotrichum_subulatum,NATIVE COVER,Perennial Grassland,2021
987,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,6,Right,NA,NA,36,Bare Ground,BARE GROUND,Perennial Grassland,2021
50389,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,6,Right,NA,NA,1,Bromus_hordeaceus,NON-NATIVE COVER,Perennial Grassland,2021
50387,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,6,Right,NA,NA,1,Festuca_myuros,NON-NATIVE COVER,Perennial Grassland,2021
50390,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,6,Right,NA,NA,1,Festuca_perennis,NON-NATIVE COVER,Perennial Grassland,2021
17002,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,6,Right,NA,NA,17,Heterotheca_grandiflora,NATIVE COVER,Perennial Grassland,2021
50388,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,6,Right,NA,NA,3,Medicago_polymorpha,NON-NATIVE COVER,Perennial Grassland,2021
50386,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,6,Right,NA,NA,22,Melilotus_indicus,NON-NATIVE COVER,Perennial Grassland,2021
79060,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,6,Right,NA,NA,8,Natural Thatch,THATCH,Perennial Grassland,2021
17003,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,6,Right,NA,NA,1,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
91074,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,6,Right,NA,NA,10,unlisted,OTHER COVER,Perennial Grassland,2021
988,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,9,Right,NA,NA,56,Bare Ground,BARE GROUND,Perennial Grassland,2021
41560,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,9,Right,NA,NA,0,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
75109,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,9,Right,NA,NA,2,Festuca_myuros,NON-NATIVE COVER,Perennial Grassland,2021
41559,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,9,Right,NA,NA,0,Heterotheca_grandiflora,NATIVE COVER,Perennial Grassland,2021
75112,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,9,Right,NA,NA,1,Hypochaeris_glabra,NON-NATIVE COVER,Perennial Grassland,2021
75111,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,9,Right,NA,NA,13,Medicago_polymorpha,NON-NATIVE COVER,Perennial Grassland,2021
75110,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,9,Right,NA,NA,15,Melilotus_indicus,NON-NATIVE COVER,Perennial Grassland,2021
79061,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,9,Right,NA,NA,3,Natural Thatch,THATCH,Perennial Grassland,2021
41558,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,9,Right,NA,NA,0,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
99246,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,9,Right,NA,NA,10,unlisted,OTHER COVER,Perennial Grassland,2021
62681,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,15,Right,NA,NA,1,Avena_fatua,NON-NATIVE COVER,Perennial Grassland,2021
990,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,15,Right,NA,NA,55,Bare Ground,BARE GROUND,Perennial Grassland,2021
62685,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,15,Right,NA,NA,1,Bromus_hordeaceus,NON-NATIVE COVER,Perennial Grassland,2021
29213,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,15,Right,NA,NA,2,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
62682,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,15,Right,NA,NA,2,Festuca_myuros,NON-NATIVE COVER,Perennial Grassland,2021
62679,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,15,Right,NA,NA,2,Festuca_perennis,NON-NATIVE COVER,Perennial Grassland,2021
29212,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,15,Right,NA,NA,16,Heterotheca_grandiflora,NATIVE COVER,Perennial Grassland,2021
62684,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,15,Right,NA,NA,1,Hypochaeris_glabra,NON-NATIVE COVER,Perennial Grassland,2021
62680,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,15,Right,NA,NA,2,Medicago_polymorpha,NON-NATIVE COVER,Perennial Grassland,2021
79063,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,15,Right,NA,NA,10,Natural Thatch,THATCH,Perennial Grassland,2021
62683,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,15,Right,NA,NA,1,Polypogon_monspeliensis,NON-NATIVE COVER,Perennial Grassland,2021
62678,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,15,Right,NA,NA,1,Sonchus_sp,NON-NATIVE COVER,Perennial Grassland,2021
29211,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,15,Right,NA,NA,6,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
24459,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,18,Left,NA,NA,60,Acmispon_maritimus,NATIVE COVER,Perennial Grassland,2021
991,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,18,Left,NA,NA,8,Bare Ground,BARE GROUND,Perennial Grassland,2021
57896,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,18,Left,NA,NA,2,Brachypodium_distachyon,NON-NATIVE COVER,Perennial Grassland,2021
57897,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,18,Left,NA,NA,2,Cortaderia_selloana,NON-NATIVE COVER,Perennial Grassland,2021
24458,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,18,Left,NA,NA,1,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
57901,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,18,Left,NA,NA,1,Festuca_perennis,NON-NATIVE COVER,Perennial Grassland,2021
57900,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,18,Left,NA,NA,1,Helminthotheca_echioides,NON-NATIVE COVER,Perennial Grassland,2021
24457,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,18,Left,NA,NA,6,Heterotheca_grandiflora,NATIVE COVER,Perennial Grassland,2021
57902,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,18,Left,NA,NA,1,Malva_parviflora,NON-NATIVE COVER,Perennial Grassland,2021
57899,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,18,Left,NA,NA,2,Medicago_polymorpha,NON-NATIVE COVER,Perennial Grassland,2021
79064,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,18,Left,NA,NA,5,Natural Thatch,THATCH,Perennial Grassland,2021
57898,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,18,Left,NA,NA,1,Plantago_lanceolata,NON-NATIVE COVER,Perennial Grassland,2021
57895,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,18,Left,NA,NA,1,Sonchus_sp,NON-NATIVE COVER,Perennial Grassland,2021
24456,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,18,Left,NA,NA,17,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
93546,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,18,Left,NA,NA,6,unlisted,OTHER COVER,Perennial Grassland,2021
13562,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,21,Right,NA,NA,9,Acmispon_maritimus,NATIVE COVER,Perennial Grassland,2021
992,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,21,Right,NA,NA,33,Bare Ground,BARE GROUND,Perennial Grassland,2021
47011,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,21,Right,NA,NA,1,Brachypodium_distachyon,NON-NATIVE COVER,Perennial Grassland,2021
13560,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,21,Right,NA,NA,1,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
47014,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,21,Right,NA,NA,1,Festuca_myuros,NON-NATIVE COVER,Perennial Grassland,2021
47013,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,21,Right,NA,NA,1,Festuca_perennis,NON-NATIVE COVER,Perennial Grassland,2021
47010,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,21,Right,NA,NA,2,Helminthotheca_echioides,NON-NATIVE COVER,Perennial Grassland,2021
13561,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,21,Right,NA,NA,2,Heterotheca_grandiflora,NATIVE COVER,Perennial Grassland,2021
47012,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,21,Right,NA,NA,6,Medicago_polymorpha,NON-NATIVE COVER,Perennial Grassland,2021
47008,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,21,Right,NA,NA,14,Melilotus_indicus,NON-NATIVE COVER,Perennial Grassland,2021
79065,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,21,Right,NA,NA,3,Natural Thatch,THATCH,Perennial Grassland,2021
47009,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,21,Right,NA,NA,1,Sonchus_sp,NON-NATIVE COVER,Perennial Grassland,2021
13559,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,21,Right,NA,NA,25,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
13563,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,21,Right,NA,NA,1,Symphyotrichum_subulatum,NATIVE COVER,Perennial Grassland,2021
59867,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,24,Left,NA,NA,1,Avena_fatua,NON-NATIVE COVER,Perennial Grassland,2021
993,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,24,Left,NA,NA,44,Bare Ground,BARE GROUND,Perennial Grassland,2021
59862,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,24,Left,NA,NA,10,Brachypodium_distachyon,NON-NATIVE COVER,Perennial Grassland,2021
59865,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,24,Left,NA,NA,1,Bromus_hordeaceus,NON-NATIVE COVER,Perennial Grassland,2021
26337,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,24,Left,NA,NA,1,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
59864,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,24,Left,NA,NA,1,Helminthotheca_echioides,NON-NATIVE COVER,Perennial Grassland,2021
59866,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,24,Left,NA,NA,1,Hypochaeris_glabra,NON-NATIVE COVER,Perennial Grassland,2021
59868,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,24,Left,NA,NA,1,Lysimachia_arvensis,NON-NATIVE COVER,Perennial Grassland,2021
59863,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,24,Left,NA,NA,5,Medicago_polymorpha,NON-NATIVE COVER,Perennial Grassland,2021
79066,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,24,Left,NA,NA,6,Natural Thatch,THATCH,Perennial Grassland,2021
59869,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,24,Left,NA,NA,1,Sonchus_sp,NON-NATIVE COVER,Perennial Grassland,2021
26335,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,24,Left,NA,NA,27,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
26336,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,24,Left,NA,NA,1,Symphyotrichum_subulatum,NATIVE COVER,Perennial Grassland,2021
994,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,27,Right,NA,NA,25,Bare Ground,BARE GROUND,Perennial Grassland,2021
45911,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,27,Right,NA,NA,20,Brachypodium_distachyon,NON-NATIVE COVER,Perennial Grassland,2021
45916,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,27,Right,NA,NA,1,Bromus_hordeaceus,NON-NATIVE COVER,Perennial Grassland,2021
12396,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,27,Right,NA,NA,1,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
45914,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,27,Right,NA,NA,1,Helminthotheca_echioides,NON-NATIVE COVER,Perennial Grassland,2021
45917,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,27,Right,NA,NA,2,Lysimachia_arvensis,NON-NATIVE COVER,Perennial Grassland,2021
45915,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,27,Right,NA,NA,7,Medicago_polymorpha,NON-NATIVE COVER,Perennial Grassland,2021
79067,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,27,Right,NA,NA,22,Natural Thatch,THATCH,Perennial Grassland,2021
45913,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,27,Right,NA,NA,1,Plantago_coronopus,NON-NATIVE COVER,Perennial Grassland,2021
45912,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,27,Right,NA,NA,2,Sonchus_sp,NON-NATIVE COVER,Perennial Grassland,2021
12395,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,27,Right,NA,NA,17,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
12397,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,27,Right,NA,NA,1,Symphyotrichum_subulatum,NATIVE COVER,Perennial Grassland,2021
995,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,30,Left,NA,NA,53,Bare Ground,BARE GROUND,Perennial Grassland,2021
22049,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,30,Left,NA,NA,1,Erigeron_canadensis,NATIVE COVER,Perennial Grassland,2021
55484,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,30,Left,NA,NA,1,Festuca_myuros,NON-NATIVE COVER,Perennial Grassland,2021
55483,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,30,Left,NA,NA,1,Helminthotheca_echioides,NON-NATIVE COVER,Perennial Grassland,2021
55486,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,30,Left,NA,NA,1,Lysimachia_arvensis,NON-NATIVE COVER,Perennial Grassland,2021
55480,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,30,Left,NA,NA,1,Malva_parviflora,NON-NATIVE COVER,Perennial Grassland,2021
55482,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,30,Left,NA,NA,8,Medicago_polymorpha,NON-NATIVE COVER,Perennial Grassland,2021
79068,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,30,Left,NA,NA,6,Natural Thatch,THATCH,Perennial Grassland,2021
55481,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,30,Left,NA,NA,1,Pseudognaphalium_luteoalbum,NON-NATIVE COVER,Perennial Grassland,2021
55485,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,30,Left,NA,NA,1,Sonchus_sp,NON-NATIVE COVER,Perennial Grassland,2021
22048,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,30,Left,NA,NA,25,Stipa_pulchra,NATIVE COVER,Perennial Grassland,2021
22050,2021-06-14,"Ethan A, Oliver F, Jeremiah B",GL-15,NA,ncos,30,10,30,Left,NA,NA,1,Symphyotrichum_subulatum,NATIVE COVER,Perennial Grassland,2021
42653,2021-06-08,"Steven O., Ethan",PU-01,NA,ncos,30,9,0,Right,NA,NA,1,Artemisia_californica,NATIVE COVER,Peripheral Uplands,2021
833,2021-06-08,"Steven O., Ethan",PU-01,NA,ncos,30,9,0,Right,NA,NA,6,Bare Ground,BARE GROUND,Peripheral Uplands,2021
51413,2021-06-08,"Steven O., Ethan",PU-01,NA,ncos,30,9,0,Left,NA,NA,2,Bromus_diandrus,NON-NATIVE COVER,Peripheral Uplands,2021
51412,2021-06-08,"Steven O., Ethan",PU-01,NA,ncos,30,9,0,Left,NA,NA,1,Bromus_hordeaceus,NON-NATIVE COVER,Peripheral Uplands,2021
26868,2021-06-08,"Steven O., Ethan",PU-01,NA,ncos,30,9,0,Right,NA,NA,1,Deinandra_fasciculata,NATIVE COVER,Peripheral Uplands,2021
42651,2021-06-08,"Steven O., Ethan",PU-01,NA,ncos,30,9,0,Right,NA,NA,50,Elymus_condensatus,NATIVE COVER,Peripheral Uplands,2021
76202,2021-06-08,"Steven O., Ethan",PU-01,NA,ncos,30,9,0,Right,NA,NA,5,Festuca_myuros,NON-NATIVE COVER,Peripheral Uplands,2021
76203,2021-06-08,"Steven O., Ethan",PU-01,NA,ncos,30,9,0,Right,NA,NA,5,Festuca_perennis,NON-NATIVE COVER,Peripheral Uplands,2021
42652,2021-06-08,"Steven O., Ethan",PU-01,NA,ncos,30,9,0,Right,NA,NA,3,Isocoma_menziesii,NATIVE COVER,Peripheral Uplands,2021
